RAOB/Space
    Balloon release date and time                	2017-02-03T18:44:12
    Station name                                 	SFSC RB31-101
    Sonde type                                   	RS41-SGP
    System trademark and model                   	MW41
    Software version                             	MW41 2.5.0
    Sonde software version                       	2.2.13
    Sounding status                              	Ok

     P  Temp  Dewp  RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C   %   °   m/s         m      °       °          min
 637.3 -11.8 -11.8 100 244  32.2      3709 37.854 -75.349        11.78
 636.8 -11.9 -11.9 100 244  32.2      3716 37.854 -75.348        11.80
 636.3 -11.9 -11.9 100 244  32.2      3722 37.854 -75.348        11.81
 635.8 -11.9 -11.9 100 244  32.1      3727 37.854 -75.348        11.83
 635.4 -11.9 -11.9 100 244  32.1      3732 37.854 -75.347        11.85
 634.9 -12.0 -12.0 100 244  32.1      3738 37.855 -75.347        11.86
 634.4 -12.0 -12.0 100 244  32.0      3743 37.855 -75.346        11.88
 634.0 -12.0 -12.0 100 244  32.0      3748 37.855 -75.346        11.90
 633.5 -12.1 -12.1 100 245  31.9      3754 37.855 -75.346        11.91
 633.1 -12.1 -12.1 100 245  31.9      3760 37.855 -75.345        11.93
 632.7 -12.1 -12.1 100 245  31.8      3765 37.855 -75.345        11.95
 632.2 -12.1 -12.1 100 245  31.8      3770 37.855 -75.345        11.96
 631.8 -12.2 -12.2 100 245  31.8      3775 37.856 -75.345        11.98
 631.3 -12.2 -12.2 100 245  31.7      3781 37.856 -75.344        12.00
 630.9 -12.3 -12.3 100 245  31.7      3786 37.856 -75.344        12.01
 630.5 -12.3 -12.3 100 245  31.7      3791 37.856 -75.344        12.03
 630.1 -12.3 -12.3 100 245  31.6      3797 37.856 -75.343        12.05
 629.7 -12.4 -12.4 100 245  31.6      3802 37.856 -75.343        12.06
 629.3 -12.4 -12.4 100 245  31.6      3806 37.856 -75.343        12.08
 628.8 -12.4 -12.4 100 245  31.6      3810 37.856 -75.342        12.10
 628.4 -12.5 -12.5 100 245  31.6      3815 37.856 -75.342        12.11
 628.0 -12.5 -12.5 100 245  31.6      3820 37.856 -75.342        12.13
 627.5 -12.6 -12.6 100 245  31.7      3826 37.857 -75.341        12.15
 627.1 -12.6 -12.6 100 245  31.7      3832 37.857 -75.341        12.16
 626.6 -12.7 -12.7 100 245  31.7      3838 37.857 -75.341        12.18
 626.1 -12.7 -12.7 100 245  31.7      3844 37.857 -75.340        12.20
 625.6 -12.7 -12.7 100 245  31.8      3850 37.857 -75.340        12.21
 625.2 -12.8 -12.8 100 245  31.8      3857 37.857 -75.340        12.23
 624.7 -12.8 -12.8 100 245  31.8      3863 37.857 -75.339        12.25
 624.2 -12.8 -12.8 100 245  31.9      3868 37.857 -75.339        12.26
 623.8 -12.8 -12.8 100 245  31.9      3872 37.858 -75.339        12.28
 623.3 -12.9 -12.9 100 245  32.0      3877 37.858 -75.338        12.30
 622.9 -12.9 -12.9 100 245  32.1      3883 37.858 -75.338        12.31
 622.4 -13.0 -13.0 100 245  32.1      3890 37.858 -75.338        12.33
 622.0 -13.0 -13.0 100 245  32.2      3895 37.858 -75.337        12.35
 621.5 -13.0 -13.0 100 245  32.2      3901 37.858 -75.337        12.36
 621.0 -13.0 -13.0 100 245  32.3      3906 37.858 -75.337        12.38
 620.6 -13.0 -13.0 100 245  32.4      3911 37.858 -75.336        12.40
 620.1 -13.1 -13.1 100 245  32.4      3917 37.859 -75.336        12.41
 619.6 -13.2 -13.2 100 245  32.5      3923 37.859 -75.336        12.43
 619.1 -13.2 -13.2 100 246  32.5      3930 37.859 -75.335        12.45
 618.6 -13.3 -13.3 100 246  32.6      3937 37.859 -75.335        12.46
 618.2 -13.4 -13.4 100 246  32.7      3942 37.859 -75.335        12.48
 617.7 -13.5 -13.5 100 246  32.7      3947 37.859 -75.334        12.50
 617.2 -13.6 -13.6 100 247  32.8      3954 37.859 -75.334        12.51
 616.8 -13.6 -13.6 100 247  32.9      3959 37.859 -75.334        12.53
 616.3 -13.6 -13.8  98 247  32.9      3963 37.860 -75.334        12.55
 615.8 -13.6 -14.3  95 248  33.0      3970 37.860 -75.333        12.56
 615.4 -13.6 -14.9  90 248  33.0      3976 37.860 -75.333        12.58
 614.9 -13.5 -15.6  84 249  33.1      3981 37.860 -75.333        12.60
 614.5 -13.4 -16.0  81 249  33.1      3987 37.860 -75.332        12.61
 614.0 -13.4 -16.1  81 250  33.2      3993 37.860 -75.332        12.63
 613.6 -13.4 -16.4  78 250  33.3      4000 37.860 -75.331        12.65
 613.1 -13.3 -17.0  73 251  33.3      4005 37.860 -75.331        12.66
 612.7 -13.2 -17.9  67 251  33.3      4009 37.861 -75.331        12.68
 612.3 -13.0 -18.8  62 252  33.4      4015 37.861 -75.330        12.70
 611.9 -12.9 -19.4  58 253  33.4      4020 37.861 -75.330        12.71
 611.5 -12.8 -19.7  56 253  33.5      4025 37.861 -75.330        12.73
 611.1 -12.8 -19.8  56 254  33.5      4029 37.861 -75.329        12.75
 610.7 -12.7 -19.8  55 254  33.5      4034 37.861 -75.329        12.76
 610.3 -12.7 -19.9  55 255  33.6      4039 37.861 -75.328        12.78
 609.9 -12.7 -19.9  55 255  33.6      4043 37.861 -75.328        12.80
 609.5 -12.7 -20.2  54 255  33.6      4047 37.861 -75.328        12.81
 609.1 -12.7 -20.5  52 256  33.6      4054 37.861 -75.327        12.83
 608.7 -12.7 -20.7  51 256  33.7      4059 37.861 -75.327        12.85
 608.3 -12.7 -20.8  51 257  33.7      4063 37.861 -75.327        12.86
 607.9 -12.7 -21.0  50 257  33.7      4068 37.861 -75.326        12.88
 607.5 -12.7 -21.5  48 257  33.8      4074 37.861 -75.326        12.90
 607.1 -12.6 -21.9  46 258  33.8      4079 37.862 -75.325        12.91
 606.7 -12.5 -22.5  43 258  33.9      4084 37.862 -75.325        12.93
 606.3 -12.3 -23.2  40 258  33.9      4089 37.862 -75.325        12.95
 605.9 -12.2 -23.8  37 258  34.0      4095 37.862 -75.324        12.96
 605.5 -12.1 -24.2  36 258  34.1      4100 37.862 -75.324        12.98
 605.1 -12.1 -24.6  35 258  34.2      4105 37.862 -75.324        13.00
 604.7 -12.0 -24.8  34 258  34.3      4109 37.862 -75.323        13.01
 604.2 -11.9 -24.9  33 258  34.4      4114 37.862 -75.323        13.03
 603.8 -11.9 -25.2  32 258  34.5      4121 37.862 -75.322        13.05
 603.4 -11.8 -25.5  31 258  34.6      4126 37.862 -75.322        13.06
 603.0 -11.8 -25.7  31 258  34.8      4131 37.862 -75.322        13.08
 602.6 -11.7 -25.9  30 258  35.0      4137 37.862 -75.321        13.10
 602.1 -11.7 -26.2  29 258  35.1      4142 37.862 -75.321        13.11
 601.7 -11.7 -26.3  29 258  35.3      4148 37.862 -75.321        13.13
 601.3 -11.7 -26.3  29 258  35.5      4153 37.862 -75.320        13.15
 600.9 -11.7 -26.3  29 258  35.7      4157 37.862 -75.320        13.16
 600.5 -11.7 -26.4  29 257  35.9      4163 37.862 -75.319        13.18
 600.1 -11.7 -26.4  29 257  36.1      4168 37.862 -75.319        13.20
 599.7 -11.7 -26.3  29 257  36.3      4173 37.863 -75.319        13.21
 599.3 -11.7 -26.3  29 257  36.5      4178 37.863 -75.318        13.23
 598.9 -11.7 -26.2  29 257  36.6      4182 37.863 -75.318        13.25
 598.5 -11.7 -26.2  29 256  36.8      4188 37.863 -75.317        13.26
 598.2 -11.7 -26.2  29 256  37.0      4192 37.863 -75.317        13.28
 597.8 -11.8 -26.3  29 256  37.2      4197 37.863 -75.316        13.30
 597.4 -11.8 -26.3  29 256  37.4      4202 37.863 -75.316        13.31
 597.0 -11.8 -26.2  29 256  37.5      4208 37.863 -75.316        13.33
 596.6 -11.8 -26.2  29 256  37.7      4213 37.863 -75.315        13.35
 596.2 -11.9 -26.2  29 255  37.8      4217 37.863 -75.315        13.36
 595.9 -11.9 -26.2  29 255  37.9      4222 37.863 -75.314        13.38
 595.5 -11.9 -26.3  29 255  38.1      4227 37.864 -75.314        13.40
 595.1 -11.9 -26.3  29 255  38.2      4232 37.864 -75.314        13.41
 594.7 -12.0 -26.4  29 255  38.3      4238 37.864 -75.313        13.43
 594.3 -12.0 -26.5  29 255  38.4      4243 37.864 -75.313        13.45
 593.9 -12.0 -26.5  29 255  38.5      4247 37.864 -75.312        13.46
 593.5 -12.0 -26.6  29 254  38.5      4252 37.864 -75.312        13.48
 593.1 -12.0 -26.7  29 254  38.6      4257 37.864 -75.311        13.50
 592.7 -12.1 -26.7  28 254  38.6      4262 37.864 -75.311        13.51
 592.3 -12.1 -26.8  28 254  38.7      4268 37.864 -75.311        13.53
 591.9 -12.1 -26.9  28 254  38.7      4274 37.864 -75.310        13.55
 591.6 -12.1 -27.0  28 254  38.8      4278 37.864 -75.310        13.56
 591.2 -12.1 -27.1  28 254  38.8      4283 37.865 -75.309        13.58
 590.8 -12.2 -27.2  28 254  38.8      4288 37.865 -75.309        13.60
 590.4 -12.2 -27.3  27 254  38.8      4292 37.865 -75.308        13.61
 590.0 -12.2 -27.3  27 254  38.8      4297 37.865 -75.308        13.63
 589.6 -12.2 -27.4  27 254  38.8      4302 37.865 -75.308        13.65
 589.3 -12.3 -27.4  27 254  38.7      4308 37.865 -75.307        13.66
 588.9 -12.3 -27.4  27 254  38.7      4313 37.865 -75.307        13.68
 588.5 -12.3 -27.5  27 254  38.7      4317 37.865 -75.306        13.70
 588.1 -12.3 -27.6  27 254  38.6      4321 37.865 -75.306        13.71
 587.7 -12.3 -27.7  27 254  38.6      4327 37.865 -75.305        13.73
 587.3 -12.3 -27.8  26 254  38.5      4334 37.866 -75.305        13.75
 586.9 -12.4 -27.9  26 254  38.4      4338 37.866 -75.305        13.76
 586.5 -12.4 -28.1  26 254  38.4      4343 37.866 -75.304        13.78
 586.1 -12.3 -28.2  25 254  38.3      4348 37.866 -75.304        13.80
 585.6 -12.3 -28.3  25 254  38.2      4354 37.866 -75.303        13.81
 585.2 -12.4 -28.3  25 254  38.1      4360 37.866 -75.303        13.83
 584.7 -12.4 -28.3  25 254  38.1      4366 37.866 -75.302        13.85
 584.3 -12.5 -28.4  25 254  38.0      4372 37.866 -75.302        13.86
 583.8 -12.5 -28.5  25 254  37.9      4378 37.866 -75.302        13.88
 583.4 -12.5 -28.4  25 254  37.8      4385 37.866 -75.301        13.90
 583.0 -12.5 -28.4  25 255  37.7      4390 37.866 -75.301        13.91
 582.6 -12.6 -28.4  25 255  37.7      4395 37.867 -75.300        13.93
 582.1 -12.6 -28.4  25 255  37.6      4399 37.867 -75.300        13.95
 581.7 -12.6 -28.5  25 255  37.6      4405 37.867 -75.300        13.96
 581.3 -12.7 -28.7  25 255  37.5      4411 37.867 -75.299        13.98
 580.8 -12.7 -28.7  25 255  37.5      4417 37.867 -75.299        14.00
 580.4 -12.8 -28.8  25 255  37.4      4423 37.867 -75.298        14.01
 580.0 -12.8 -28.8  25 255  37.4      4429 37.867 -75.298        14.03
 579.5 -12.9 -28.8  25 255  37.3      4435 37.867 -75.298        14.05
 579.1 -12.9 -28.8  25 256  37.3      4441 37.867 -75.297        14.06
 578.7 -12.9 -28.8  25 256  37.3      4446 37.867 -75.297        14.08
 578.3 -12.9 -28.8  25 256  37.3      4451 37.867 -75.296        14.10
 578.0 -13.0 -28.8  25 256  37.3      4455 37.868 -75.296        14.11
 577.6 -13.0 -28.9  25 256  37.3      4460 37.868 -75.296        14.13
 577.2 -13.0 -28.9  25 256  37.3      4464 37.868 -75.295        14.15
 576.8 -13.1 -28.8  25 257  37.3      4469 37.868 -75.295        14.16
 576.4 -13.1 -28.8  26 257  37.3      4475 37.868 -75.294        14.18
 576.1 -13.1 -28.8  26 257  37.3      4480 37.868 -75.294        14.20
 575.7 -13.2 -28.8  26 257  37.3      4485 37.868 -75.294        14.21
 575.3 -13.2 -28.9  26 257  37.3      4491 37.868 -75.293        14.23
 574.9 -13.3 -28.9  26 258  37.3      4497 37.868 -75.293        14.25
 574.5 -13.3 -28.9  26 258  37.3      4501 37.868 -75.292        14.26
 574.1 -13.4 -28.9  26 258  37.3      4506 37.868 -75.292        14.28
 573.8 -13.4 -29.0  26 258  37.3      4510 37.868 -75.291        14.30
 573.4 -13.5 -29.0  26 258  37.3      4515 37.868 -75.291        14.31
 573.0 -13.5 -29.0  26 258  37.2      4520 37.868 -75.291        14.33
 572.7 -13.5 -29.0  26 258  37.2      4525 37.869 -75.290        14.35
 572.3 -13.6 -29.1  26 259  37.2      4530 37.869 -75.290        14.36
 571.9 -13.6 -29.2  26 259  37.2      4534 37.869 -75.289        14.38
 571.5 -13.6 -29.3  25 259  37.1      4539 37.869 -75.289        14.40
 571.1 -13.6 -29.3  25 259  37.1      4545 37.869 -75.288        14.41
 570.7 -13.6 -29.3  26 259  37.1      4551 37.869 -75.288        14.43
 570.3 -13.7 -29.3  25 259  37.0      4556 37.869 -75.288        14.45
 569.9 -13.7 -29.4  25 258  37.0      4561 37.869 -75.287        14.46
 569.4 -13.7 -29.5  25 258  37.0      4568 37.869 -75.287        14.48
 569.0 -13.8 -29.5  25 258  37.0      4575 37.869 -75.286        14.50
 568.6 -13.8 -29.6  25 258  37.0      4581 37.869 -75.286        14.51
 568.1 -13.9 -29.7  25 258  37.0      4587 37.869 -75.286        14.53
 567.7 -13.9 -29.8  25 258  37.0      4591 37.869 -75.285        14.55
 567.3 -13.9 -29.8  25 258  37.0      4596 37.869 -75.285        14.56
 566.9 -13.9 -29.9  25 258  37.0      4601 37.869 -75.284        14.58
 566.5 -13.9 -30.0  25 258  37.0      4607 37.870 -75.284        14.60
 566.1 -14.0 -30.1  24 258  37.1      4613 37.870 -75.284        14.61
 565.7 -14.0 -30.3  24 258  37.1      4619 37.870 -75.283        14.63
 565.2 -14.0 -30.3  24 258  37.2      4624 37.870 -75.283        14.65
 564.8 -14.0 -30.3  24 258  37.3      4630 37.870 -75.282        14.66
 564.4 -14.1 -30.3  24 258  37.3      4636 37.870 -75.282        14.68
 564.0 -14.1 -30.4  24 258  37.4      4641 37.870 -75.282        14.70
 563.6 -14.2 -30.5  24 258  37.5      4646 37.870 -75.281        14.71
 563.1 -14.2 -30.6  24 258  37.6      4652 37.870 -75.281        14.73
 562.7 -14.3 -30.7  23 258  37.7      4659 37.870 -75.280        14.75
 562.3 -14.3 -30.8  23 258  37.7      4665 37.870 -75.280        14.76
 561.9 -14.4 -30.9  23 258  37.8      4671 37.870 -75.280        14.78
 561.5 -14.5 -30.9  24 258  37.9      4676 37.870 -75.279        14.80
 561.1 -14.5 -30.8  24 258  38.0      4680 37.870 -75.279        14.81
 560.7 -14.6 -30.8  24 258  38.1      4686 37.871 -75.278        14.83
 560.3 -14.6 -30.9  24 258  38.1      4691 37.871 -75.278        14.85
 559.9 -14.7 -30.9  24 258  38.2      4696 37.871 -75.277        14.86
 559.5 -14.7 -31.0  24 258  38.3      4701 37.871 -75.277        14.88
 559.1 -14.7 -31.1  24 259  38.3      4707 37.871 -75.276        14.90
 558.7 -14.8 -31.1  24 259  38.3      4713 37.871 -75.276        14.91
 558.3 -14.8 -31.1  24 259  38.4      4718 37.871 -75.275        14.93
 557.9 -14.8 -31.2  24 259  38.4      4724 37.871 -75.275        14.95
 557.5 -14.9 -31.3  23 259  38.4      4730 37.871 -75.275        14.96
 557.1 -14.9 -31.3  23 259  38.4      4734 37.871 -75.274        14.98
 556.7 -14.9 -31.3  23 259  38.4      4740 37.871 -75.274        15.00
 556.3 -15.0 -31.4  23 259  38.4      4744 37.871 -75.273        15.01
 555.9 -15.0 -31.5  23 259  38.3      4749 37.871 -75.273        15.03
 555.6 -15.0 -31.6  23 259  38.3      4754 37.871 -75.273        15.05
 555.2 -15.0 -31.6  23 259  38.3      4761 37.871 -75.272        15.06
 554.8 -15.1 -31.7  23 259  38.2      4766 37.872 -75.272        15.08
 554.4 -15.1 -31.7  23 258  38.2      4771 37.872 -75.271        15.10
 554.0 -15.1 -31.7  23 258  38.1      4776 37.872 -75.271        15.11
 553.7 -15.2 -31.8  23 258  38.0      4781 37.872 -75.270        15.13
 553.3 -15.2 -31.8  23 258  37.9      4786 37.872 -75.270        15.15
 552.9 -15.2 -31.9  23 258  37.9      4791 37.872 -75.270        15.16
 552.6 -15.3 -31.9  23 258  37.8      4796 37.872 -75.269        15.18
 552.2 -15.3 -31.9  23 257  37.7      4801 37.872 -75.269        15.20
 551.8 -15.3 -32.0  23 257  37.6      4805 37.872 -75.268        15.21
 551.5 -15.4 -32.1  23 257  37.5      4811 37.872 -75.268        15.23
 551.1 -15.4 -32.1  23 257  37.4      4815 37.872 -75.267        15.25
 550.7 -15.4 -32.2  23 257  37.3      4822 37.872 -75.267        15.26
 550.4 -15.5 -32.3  22 256  37.2      4826 37.872 -75.267        15.28
 550.0 -15.5 -32.4  22 256  37.1      4831 37.872 -75.266        15.30
 549.6 -15.6 -32.5  22 256  37.0      4837 37.873 -75.266        15.31
 549.2 -15.6 -32.6  22 256  36.9      4840 37.873 -75.265        15.33
 548.9 -15.6 -32.7  22 256  36.8      4846 37.873 -75.265        15.35
 548.5 -15.6 -32.7  22 256  36.8      4852 37.873 -75.265        15.36
 548.1 -15.7 -32.7  22 256  36.7      4857 37.873 -75.264        15.38
 547.7 -15.7 -32.8  22 255  36.6      4862 37.873 -75.264        15.40
 547.4 -15.7 -32.8  22 255  36.5      4867 37.873 -75.263        15.41
 547.0 -15.7 -32.9  21 255  36.5      4872 37.873 -75.263        15.43
 546.6 -15.7 -33.1  21 255  36.4      4877 37.873 -75.263        15.45
 546.2 -15.7 -33.3  21 255  36.4      4883 37.873 -75.262        15.46
 545.9 -15.7 -33.4  20 255  36.3      4888 37.873 -75.262        15.48
 545.5 -15.7 -33.5  20 255  36.3      4894 37.873 -75.261        15.50
 545.1 -15.7 -33.6  20 255  36.3      4898 37.874 -75.261        15.51
 544.7 -15.7 -33.7  20 255  36.3      4903 37.874 -75.261        15.53
 544.3 -15.7 -33.8  20 255  36.2      4908 37.874 -75.260        15.55
 543.9 -15.7 -33.9  20 255  36.2      4915 37.874 -75.260        15.56
 543.5 -15.7 -34.0  19 255  36.2      4919 37.874 -75.260        15.58
 543.1 -15.7 -34.3  19 255  36.2      4925 37.874 -75.259        15.60
 542.7 -15.7 -34.6  18 255  36.2      4932 37.874 -75.259        15.61
 542.3 -15.6 -34.9  18 255  36.2      4938 37.874 -75.258        15.63
 541.9 -15.6 -35.1  17 255  36.2      4945 37.874 -75.258        15.65
 541.5 -15.5 -35.1  17 255  36.2      4951 37.874 -75.258        15.66
 541.1 -15.6 -35.1  17 255  36.2      4955 37.874 -75.257        15.68
 540.8 -15.6 -35.1  17 254  36.2      4958 37.875 -75.257        15.70
 540.4 -15.6 -35.0  17 254  36.1      4963 37.875 -75.256        15.71
 540.1 -15.6 -34.8  18 254  36.1      4968 37.875 -75.256        15.73
 539.7 -15.6 -34.2  19 254  36.1      4973 37.875 -75.256        15.75
 539.3 -15.6 -33.3  21 254  36.1      4979 37.875 -75.255        15.76
 538.9 -15.6 -32.2  23 254  36.0      4983 37.875 -75.255        15.78
 538.5 -15.7 -30.8  26 254  36.0      4988 37.875 -75.254        15.80
 538.0 -15.7 -28.4  33 254  35.9      4995 37.875 -75.254        15.81
 537.6 -15.8 -25.4  43 254  35.9      5002 37.875 -75.253        15.83
 537.1 -15.9 -22.4  57 254  35.8      5011 37.875 -75.253        15.85
 536.6 -15.9 -20.0  71 253  35.8      5019 37.875 -75.253        15.86
 536.2 -16.0 -18.9  78 253  35.7      5025 37.876 -75.252        15.88
 535.8 -16.0 -19.1  77 253  35.7      5031 37.876 -75.252        15.90
 535.3 -16.0 -19.9  72 253  35.7      5036 37.876 -75.252        15.91
 535.0 -16.1 -20.6  68 253  35.7      5040 37.876 -75.251        15.93
 534.6 -16.1 -21.4  63 253  35.7      5045 37.876 -75.251        15.95
 534.2 -16.1 -22.9  56 252  35.7      5050 37.876 -75.250        15.96
 533.8 -16.1 -25.0  46 252  35.7      5055 37.876 -75.250        15.98
 533.4 -16.1 -26.5  41 252  35.8      5060 37.876 -75.250        16.00
 532.9 -16.2 -26.2  42 252  35.8      5066 37.876 -75.249        16.01
 532.5 -16.3 -25.4  45 252  35.9      5074 37.876 -75.249        16.03
 532.0 -16.3 -26.0  43 252  36.0      5082 37.876 -75.249        16.05
 531.6 -16.4 -28.6  34 251  36.1      5089 37.876 -75.248        16.06
 531.1 -16.4 -33.1  22 251  36.2      5095 37.877 -75.248        16.08
 530.7 -16.4 -36.6  16 251  36.4      5102 37.877 -75.247        16.10
 530.3 -16.4 -37.0  15 251  36.5      5107 37.877 -75.247        16.11
 529.9 -16.5 -36.0  17 251  36.6      5113 37.877 -75.247        16.13
 529.5 -16.5 -35.4  18 251  36.8      5117 37.877 -75.246        16.15
 529.2 -16.5 -35.2  18 251  37.0      5122 37.877 -75.246        16.16
 528.8 -16.6 -35.1  19 250  37.1      5127 37.877 -75.246        16.18
 528.4 -16.6 -35.0  19 250  37.3      5133 37.877 -75.245        16.20
 528.1 -16.7 -35.2  19 250  37.4      5137 37.878 -75.245        16.21
 527.7 -16.7 -35.5  18 250  37.5      5143 37.878 -75.244        16.23
 527.4 -16.8 -35.9  17 250  37.7      5147 37.878 -75.244        16.25
 527.1 -16.8 -36.2  17 250  37.8      5152 37.878 -75.243        16.26
 526.7 -16.8 -36.2  17 250  37.9      5156 37.878 -75.243        16.28
 526.4 -16.9 -36.2  17 250  37.9      5161 37.878 -75.243        16.30
 526.0 -16.9 -36.2  17 250  38.0      5166 37.878 -75.242        16.31
 525.7 -16.9 -36.3  17 250  38.0      5171 37.878 -75.242        16.33
 525.3 -17.0 -36.4  17 250  38.0      5177 37.879 -75.241        16.35
 525.0 -17.0 -36.4  17 250  38.0      5182 37.879 -75.241        16.36
 524.6 -17.1 -36.5  17 250  38.0      5187 37.879 -75.241        16.38
 524.3 -17.1 -36.5  17 250  38.0      5191 37.879 -75.240        16.40
 523.9 -17.1 -36.5  17 250  37.9      5195 37.879 -75.240        16.41
 523.5 -17.2 -36.6  17 250  37.8      5201 37.879 -75.239        16.43
 523.1 -17.2 -36.6  17 250  37.8      5208 37.879 -75.239        16.45
 522.7 -17.2 -36.5  17 250  37.7      5214 37.879 -75.238        16.46
 522.3 -17.2 -36.4  17 251  37.6      5222 37.879 -75.238        16.48
 521.9 -17.3 -36.0  18 251  37.5      5228 37.880 -75.238        16.50
 521.5 -17.3 -35.3  19 251  37.4      5233 37.880 -75.237        16.51
 521.1 -17.3 -34.6  21 251  37.3      5238 37.880 -75.237        16.53
 520.7 -17.3 -34.0  22 251  37.3      5244 37.880 -75.236        16.55
 520.4 -17.3 -33.9  22 251  37.2      5249 37.880 -75.236        16.56
 520.0 -17.3 -34.0  22 251  37.1      5253 37.880 -75.236        16.58
 519.7 -17.4 -34.1  22 251  37.1      5257 37.880 -75.235        16.60
 519.3 -17.4 -34.1  22 251  37.1      5261 37.880 -75.235        16.61
 519.0 -17.4 -34.0  22 252  37.0      5267 37.880 -75.235        16.63
 518.6 -17.5 -34.0  23 252  37.0      5272 37.881 -75.234        16.65
 518.2 -17.5 -34.0  23 252  37.0      5278 37.881 -75.234        16.66
 517.8 -17.6 -34.1  22 252  37.1      5283 37.881 -75.234        16.68
 517.4 -17.6 -34.3  22 252  37.1      5290 37.881 -75.233        16.70
 517.0 -17.7 -34.5  22 252  37.2      5297 37.881 -75.233        16.71
 516.6 -17.7 -34.7  21 252  37.2      5303 37.881 -75.232        16.73
 516.2 -17.7 -34.8  21 252  37.3      5307 37.881 -75.232        16.75
 515.9 -17.8 -35.0  21 252  37.4      5313 37.881 -75.231        16.76
 515.5 -17.8 -35.1  21 252  37.5      5318 37.881 -75.231        16.78
 515.1 -17.9 -35.1  21 252  37.6      5324 37.881 -75.231        16.80
 514.7 -17.9 -35.1  21 253  37.7      5330 37.882 -75.230        16.81
 514.3 -17.9 -35.1  21 253  37.8      5334 37.882 -75.230        16.83
 513.9 -18.0 -35.1  21 253  37.9      5340 37.882 -75.229        16.85
 513.5 -18.0 -35.1  21 253  38.0      5347 37.882 -75.229        16.86
 513.1 -18.1 -35.1  21 253  38.1      5353 37.882 -75.229        16.88
 512.7 -18.1 -35.2  21 253  38.2      5360 37.882 -75.228        16.90
 512.3 -18.1 -35.2  21 253  38.3      5366 37.882 -75.228        16.91
 511.9 -18.2 -35.3  21 253  38.4      5371 37.882 -75.227        16.93
 511.5 -18.2 -35.3  21 254  38.5      5377 37.882 -75.227        16.95
 511.1 -18.3 -35.3  21 254  38.5      5381 37.882 -75.226        16.96
 510.8 -18.3 -35.3  21 254  38.6      5386 37.883 -75.226        16.98
 510.4 -18.3 -35.2  21 254  38.7      5391 37.883 -75.226        17.00
 510.0 -18.4 -35.2  21 254  38.7      5397 37.883 -75.225        17.01
 509.5 -18.4 -35.3  21 254  38.8      5403 37.883 -75.225        17.03
 509.1 -18.5 -35.3  22 254  38.9      5410 37.883 -75.224        17.05
 508.6 -18.5 -35.2  22 255  38.9      5418 37.883 -75.224        17.06
 508.1 -18.6 -35.2  22 255  38.9      5426 37.883 -75.223        17.08
 507.6 -18.7 -35.3  22 255  39.0      5435 37.883 -75.223        17.10
 507.1 -18.7 -35.2  22 255  39.0      5442 37.883 -75.223        17.11
 506.6 -18.8 -35.2  22 255  39.0      5449 37.883 -75.222        17.13
 506.2 -18.8 -35.1  23 255  39.1      5455 37.884 -75.222        17.15
 505.8 -18.9 -34.9  23 256  39.1      5461 37.884 -75.221        17.16
 505.4 -18.9 -34.7  24 256  39.1      5467 37.884 -75.221        17.18
 505.0 -18.9 -34.3  24 256  39.1      5472 37.884 -75.221        17.20
 504.6 -19.0 -34.0  25 256  39.2      5477 37.884 -75.220        17.21
 504.2 -19.0 -33.6  26 256  39.2      5482 37.884 -75.220        17.23
 503.8 -19.1 -33.1  28 256  39.2      5487 37.884 -75.219        17.25
 503.5 -19.1 -32.4  30 256  39.2      5494 37.884 -75.219        17.26
 503.0 -19.1 -31.5  33 257  39.2      5499 37.884 -75.218        17.28
 502.6 -19.1 -30.5  36 257  39.2      5506 37.884 -75.218        17.30
 502.2 -19.1 -29.8  38 257  39.3      5513 37.884 -75.217        17.31
 501.8 -19.1 -29.7  39 257  39.3      5520 37.884 -75.217        17.33
 501.4 -19.1 -29.8  38 257  39.3      5526 37.884 -75.216        17.35
 501.0 -19.1 -30.0  38 257  39.4      5532 37.884 -75.216        17.36
 500.6 -19.2 -30.0  38 257  39.4      5536 37.885 -75.216        17.38
 500.3 -19.2 -29.8  39 258  39.4      5541 37.885 -75.215        17.40
 499.9 -19.3 -29.5  40 258  39.5      5547 37.885 -75.215        17.41
 499.5 -19.3 -29.3  41 258  39.5      5553 37.885 -75.214        17.43
 499.2 -19.4 -29.1  42 258  39.6      5558 37.885 -75.214        17.45
 498.9 -19.4 -28.8  44 258  39.7      5563 37.885 -75.213        17.46
 498.5 -19.5 -28.4  45 259  39.7      5569 37.885 -75.213        17.48
 498.2 -19.5 -28.2  46 259  39.8      5572 37.885 -75.213        17.50
 497.8 -19.6 -28.2  46 259  39.9      5578 37.885 -75.212        17.51
 497.5 -19.6 -28.2  47 259  40.0      5583 37.885 -75.212        17.53
 497.1 -19.7 -28.2  47 259  40.2      5588 37.885 -75.211        17.55
 496.8 -19.7 -28.2  47 260  40.3      5593 37.885 -75.211        17.56
 496.4 -19.8 -28.2  47 260  40.4      5599 37.886 -75.211        17.58
 496.1 -19.8 -28.1  48 260  40.6      5604 37.886 -75.210        17.60
 495.7 -19.8 -27.8  49 260  40.7      5609 37.886 -75.210        17.61
 495.4 -19.9 -27.5  51 260  40.9      5614 37.886 -75.209        17.63
 495.1 -19.9 -27.2  52 261  41.1      5619 37.886 -75.209        17.65
